ssyk2012_4	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai	ssyk2012_1	ssyk2012_2	ssyk2012_3
2222 Barnmorskor	2016	12.789139	.24991935	2.9526107	.1552434	.040458571	.2588377	.12113297	.031979062	.0076964819	.21479769	.42738459	29.43	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	41.25	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2017	13.278152	.25158161	2.9717062	.17287515	.055820324	.25887442	.12444328	.034230843	.011114154	.22365299	.43024805	29.91	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	41.490002	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2018	15.543731	.25172094	3.4045212	.18311678	.055849019	.30610192	.13080627	.081266902	.015388027	.24603184	.61877501	31.32	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	41.959999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2019	20.283468	.25179401	4.2816396	.24060328	.060268115	.34141511	.17616355	.11648227	.029766712	.29325086	.75983208	32.029999	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	42.200001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2020	22.471802	.2518293	4.3085485	.29405338	.071594387	.41023773	.17856519	.28646025	.03289682	.33016348	1.2149503	34.630001	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	43.139999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2021	24.417616	.25191003	4.3126516	.34767857	.12672617	.52788204	.18860765	.34385461	.034285888	.34851444	1.5543317	36.049999	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	43.139999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2022	26.54427	.25191009	4.3252563	.35924634	.14451648	.5519464	.22366074	.67391092	.034958702	.37476653	2.0866947	38.419998	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	43.380001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2222 Barnmorskor	2023	29.593582	.25191018	4.3285646	.36154735	.19697602	.55438101	.36601982	.87373382	.035350144	.64306468	2.3330653	41.73	40.779999	33.450001	21.629999	40.07	32.509998	52.130001	50.470001	51.650002	47.639999	44.560001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2010	.21965933	.074100904		.019859822						.0030927069		26.360001	32.509998		10.99						38.650002		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2011	.37015009	.14746171		.023645945						.0061854138		28.719999	33.450001		11.23						37		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2012	.54750752	.15939778		.060794689				.00039936416		.016034957	.00039936416	28.49	32.740002		10.76				42.200001		38.650002	42.200001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2013	2.7725656	.17133385	1.2043737	.086211711				.0011161618		.025884502	.0011161618	17.139999	34.869999	25.65	11.47				42.669998		37.23	43.139999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2014	4.581121	.18326992	1.9211812	.11272378			.0024716544	.0096736634		.03302316	.0096736634	17.610001	33.919998	27.07	11.7			45.98	43.380001		37	42.200001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2015	7.9180279	.19627582	2.6379886	.14257106		.018841196	.004153348	.017516935	.0024177979	.17615001	.060658801	13.12	33.689999	25.889999	10.28		23.290001	43.849998	43.849998	43.619999	38.18	36.759998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2016	12.08346	.24367547	2.8415799	.14571419	.036816727	.24402808	.10876144	.029116411	.006850603	.19949925	.39961109	13.83	34.630001	25.65	12.65	21.389999	22.34	44.560001	42.43	43.849998	37.939999	32.740002	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2017	12.53764	.2452962	2.8599572	.16226366	.050795704	.24406269	.11173367	.031166617	.0098926574	.20772386	.40222836	14.3	33.919998	25.889999	10.28	21.16	24.23	45.040001	42.669998	43.139999	37.23	32.98	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2018	14.665374	.24543203	3.2764966	.17187664	.050821818	.28858802	.11744679	.073992178	.013696812	.22850883	.57687044	13.83	32.98	25.41	12.41	22.1	24.700001	45.98	44.330002	42.200001	39.130001	33.450001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2019	19.106869	.24550331	4.1206317	.22583449	.054843131	.32188073	.15817165	.10605518	.026495215	.2723648	.70753801	15.72	32.740002	27.299999	12.17	21.870001	22.34	45.27	43.849998	42.91	37	36.759998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2020	21.135534	.2455377	4.1465287	.27600369	.065149873	.3867656	.16032802	.26081732	.029281307	.3066484	1.1275028	16.190001	34.400002	27.299999	10.76	21.870001	24.469999	43.849998	43.619999	42.200001	38.18	37.23	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2021	22.936653	.24561641	4.1504774	.32633725	.11531902	.49767882	.16934481	.31307393	.03051771	.32369235	1.4428596	18.32	33.689999	27.780001	10.99	21.389999	24.700001	45.040001	43.380001	42.200001	37	37	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2022	24.891943	.24561648	4.1626081	.33719495	.13150795	.52036631	.20081787	.61358476	.031116577	.34807473	1.9311168	20.690001	33.689999	27.780001	11.7	22.58	23.049999	44.560001	43.619999	43.619999	38.889999	35.82	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2223 Anestesisjuksköterskor	2023	27.68494	.24561656	4.165792	.33935472	.17924538	.52266163	.32863757	.79552025	.031465001	.59726399	2.1561975	25.889999	33.450001	25.65	12.65	20.450001	22.34	45.27	42.43	41.959999	37.470001	36.290001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2010	.21965933	.074100904		.019859822						.0030927069		28.49	32.98		11.94						37.939999		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2011	.37015009	.14746171		.023645945						.0061854138		29.43	32.740002		10.28						38.18		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2012	.54750752	.15939778		.060794689				.00039936416		.016034957	.00039936416	28.719999	34.869999		11.7				42.669998		38.18	43.380001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2013	2.7725656	.17133385	1.2043737	.086211711				.0011161618		.025884502	.0011161618	15.96	32.509998	25.41	12.17				44.09		39.130001	42.200001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2014	4.581121	.18326992	1.9211812	.11272378			.0024716544	.0096736634		.03302316	.0096736634	16.9	34.16	25.41	12.41			44.560001	43.139999		37.470001	44.09	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2015	7.9180279	.19627582	2.6379886	.14257106		.018841196	.004153348	.017516935	.0024177979	.17615001	.060658801	10.99	32.509998	27.540001	11.23		22.809999	44.799999	43.139999	42.43	38.650002	36.52	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2016	12.08346	.24367547	2.8415799	.14571419	.036816727	.24402808	.10876144	.029116411	.006850603	.19949925	.39961109	12.65	32.98	27.540001	11.7	22.809999	23.76	43.849998	42.91	42.669998	38.18	32.509998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2017	12.53764	.2452962	2.8599572	.16226366	.050795704	.24406269	.11173367	.031166617	.0098926574	.20772386	.40222836	13.12	32.98	25.65	11.47	21.870001	23.52	43.849998	44.330002	42.200001	37	32.27	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2018	14.665374	.24543203	3.2764966	.17187664	.050821818	.28858802	.11744679	.073992178	.013696812	.22850883	.57687044	15.01	33.689999	25.889999	10.28	21.629999	24.23	46.220001	42.669998	41.959999	38.18	34.869999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2019	19.106869	.24550331	4.1206317	.22583449	.054843131	.32188073	.15817165	.10605518	.026495215	.2723648	.70753801	15.01	33.689999	26.83	11.23	20.92	22.58	45.740002	43.139999	42.200001	38.419998	36.52	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2020	21.135534	.2455377	4.1465287	.27600369	.065149873	.3867656	.16032802	.26081732	.029281307	.3066484	1.1275028	17.139999	33.919998	27.540001	11.94	21.389999	23.049999	44.09	44.560001	41.73	38.419998	35.82	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2021	22.936653	.24561641	4.1504774	.32633725	.11531902	.49767882	.16934481	.31307393	.03051771	.32369235	1.4428596	18.790001	32.509998	26.360001	12.65	21.629999	23.290001	46.220001	43.139999	43.619999	39.130001	35.34	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2022	24.891943	.24561648	4.1626081	.33719495	.13150795	.52036631	.20081787	.61358476	.031116577	.34807473	1.9311168	21.870001	32.98	26.83	10.28	22.809999	23.76	46.220001	42.200001	42.669998	39.360001	37.23	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2224 Distriktssköterskor	2023	27.68494	.24561656	4.165792	.33935472	.17924538	.52266163	.32863757	.79552025	.031465001	.59726399	2.1561975	24.940001	34.869999	26.83	11.23	22.1	22.809999	45.740002	44.09	42.91	39.360001	36.049999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2010	.21965933	.074100904		.019859822						.0030927069		28.719999	34.630001		11.47						37.470001		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2011	.37015009	.14746171		.023645945						.0061854138		30.610001	34.630001		11.7						38.419998		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2012	.54750752	.15939778		.060794689				.00039936416		.016034957	.00039936416	28.01	33.220001		12.17				44.09		38.419998	44.09	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2013	2.7725656	.17133385	1.2043737	.086211711				.0011161618		.025884502	.0011161618	16.67	32.740002	27.07	11.94				43.139999		38.889999	42.669998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2014	4.581121	.18326992	1.9211812	.11272378			.0024716544	.0096736634		.03302316	.0096736634	17.139999	33.450001	27.780001	12.17			45.27	44.09		39.130001	42.43	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2015	7.9180279	.19627582	2.6379886	.14257106		.018841196	.004153348	.017516935	.0024177979	.17615001	.060658801	11.23	33.450001	27.07	11.47		24	45.509998	43.619999	42.669998	38.419998	38.18	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2016	12.08346	.24367547	2.8415799	.14571419	.036816727	.24402808	.10876144	.029116411	.006850603	.19949925	.39961109	14.78	34.869999	26.83	11.94	22.58	23.049999	44.330002	44.330002	41.490002	39.130001	31.559999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2017	12.53764	.2452962	2.8599572	.16226366	.050795704	.24406269	.11173367	.031166617	.0098926574	.20772386	.40222836	14.78	33.220001	26.360001	11.23	22.58	23.76	45.27	42.43	43.849998	37.709999	32.740002	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2018	14.665374	.24543203	3.2764966	.17187664	.050821818	.28858802	.11744679	.073992178	.013696812	.22850883	.57687044	15.25	32.740002	25.65	10.99	20.92	23.76	44.09	43.619999	42.91	37	35.34	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2019	19.106869	.24550331	4.1206317	.22583449	.054843131	.32188073	.15817165	.10605518	.026495215	.2723648	.70753801	14.78	33.220001	26.120001	11.94	21.629999	24.469999	43.849998	44.560001	42.43	37.939999	36.049999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2020	21.135534	.2455377	4.1465287	.27600369	.065149873	.3867656	.16032802	.26081732	.029281307	.3066484	1.1275028	17.379999	34.16	26.6	10.52	21.16	22.58	45.040001	43.849998	42.43	39.130001	36.52	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2021	22.936653	.24561641	4.1504774	.32633725	.11531902	.49767882	.16934481	.31307393	.03051771	.32369235	1.4428596	17.139999	32.98	25.41	11.7	22.1	22.58	44.09	44.09	43.849998	38.650002	36.049999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2022	24.891943	.24561648	4.1626081	.33719495	.13150795	.52036631	.20081787	.61358476	.031116577	.34807473	1.9311168	22.1	33.450001	25.65	12.17	22.34	24.700001	44.330002	42.91	42.43	37.709999	38.18	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2225 Psykiatrisjuksköterskor	2023	27.68494	.24561656	4.165792	.33935472	.17924538	.52266163	.32863757	.79552025	.031465001	.59726399	2.1561975	25.41	32.509998	26.360001	11.47	21.389999	24.700001	45.040001	43.849998	43.619999	37	37	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2010	.21965933	.074100904		.019859822						.0030927069		27.540001	33.220001		12.65						39.130001		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2011	.37015009	.14746171		.023645945						.0061854138		28.959999	34.16		11.94						37.709999		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2012	.54750752	.15939778		.060794689				.00039936416		.016034957	.00039936416	30.139999	33.689999		11.94				43.380001		39.130001	42.669998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2013	2.7725656	.17133385	1.2043737	.086211711				.0011161618		.025884502	.0011161618	16.9	34.630001	26.120001	10.28				42.200001		38.419998	43.380001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2014	4.581121	.18326992	1.9211812	.11272378			.0024716544	.0096736634		.03302316	.0096736634	17.85	33.220001	26.6	10.99			43.849998	42.43		37.23	43.619999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2015	7.9180279	.19627582	2.6379886	.14257106		.018841196	.004153348	.017516935	.0024177979	.17615001	.060658801	10.76	33.220001	27.780001	11.94		24.23	44.560001	42.669998	42.91	37	36.290001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2016	12.08346	.24367547	2.8415799	.14571419	.036816727	.24402808	.10876144	.029116411	.006850603	.19949925	.39961109	14.54	33.689999	27.780001	12.17	20.690001	23.290001	44.799999	43.380001	41.959999	37	32.029999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2017	12.53764	.2452962	2.8599572	.16226366	.050795704	.24406269	.11173367	.031166617	.0098926574	.20772386	.40222836	13.36	32.509998	26.83	10.99	22.1	22.34	45.509998	44.560001	43.619999	39.130001	30.610001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2018	14.665374	.24543203	3.2764966	.17187664	.050821818	.28858802	.11744679	.073992178	.013696812	.22850883	.57687044	15.48	33.450001	27.540001	11.47	21.16	23.52	44.799999	44.09	41.490002	37.470001	34.400002	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2019	19.106869	.24550331	4.1206317	.22583449	.054843131	.32188073	.15817165	.10605518	.026495215	.2723648	.70753801	15.48	32.509998	27.540001	10.52	20.450001	22.809999	45.509998	44.330002	42.669998	38.889999	36.290001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2020	21.135534	.2455377	4.1465287	.27600369	.065149873	.3867656	.16032802	.26081732	.029281307	.3066484	1.1275028	15.72	32.509998	26.120001	11.7	22.58	24	45.509998	44.09	43.619999	38.650002	35.110001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2021	22.936653	.24561641	4.1504774	.32633725	.11531902	.49767882	.16934481	.31307393	.03051771	.32369235	1.4428596	18.559999	34.869999	27.540001	12.17	22.58	23.049999	45.27	42.200001	43.139999	37.470001	37.23	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2022	24.891943	.24561648	4.1626081	.33719495	.13150795	.52036631	.20081787	.61358476	.031116577	.34807473	1.9311168	19.98	32.740002	27.07	10.99	20.450001	23.52	43.849998	43.139999	42.200001	39.130001	36.52	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2226 Ambulanssjuksköterskor m.fl.	2023	27.68494	.24561656	4.165792	.33935472	.17924538	.52266163	.32863757	.79552025	.031465001	.59726399	2.1561975	25.65	33.919998	26.6	12.17	22.809999	24.23	44.799999	42.200001	42.200001	38.18	38.419998	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2010	.21965933	.074100904		.019859822						.0030927069		28.01	32.740002		10.28						38.889999		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2011	.37015009	.14746171		.023645945						.0061854138		30.139999	34.869999		10.99						37.939999		2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2012	.54750752	.15939778		.060794689				.00039936416		.016034957	.00039936416	28.959999	33.919998		12.41				43.619999		39.360001	42.43	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2013	2.7725656	.17133385	1.2043737	.086211711				.0011161618		.025884502	.0011161618	16.43	32.98	27.780001	12.65				43.380001		38.18	42.91	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2014	4.581121	.18326992	1.9211812	.11272378			.0024716544	.0096736634		.03302316	.0096736634	15.96	34.400002	26.360001	12.65			44.799999	43.619999		37.709999	44.330002	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2015	7.9180279	.19627582	2.6379886	.14257106		.018841196	.004153348	.017516935	.0024177979	.17615001	.060658801	12.17	34.869999	26.120001	10.52		23.52	45.27	44.09	41.73	37.709999	37.709999	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2016	12.08346	.24367547	2.8415799	.14571419	.036816727	.24402808	.10876144	.029116411	.006850603	.19949925	.39961109	14.3	33.919998	26.6	10.76	22.34	24.700001	45.509998	42.200001	42.200001	37.23	31.32	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2017	12.53764	.2452962	2.8599572	.16226366	.050795704	.24406269	.11173367	.031166617	.0098926574	.20772386	.40222836	14.07	34.16	25.41	10.76	20.690001	24.700001	45.98	43.849998	42.43	38.889999	31.32	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2018	14.665374	.24543203	3.2764966	.17187664	.050821818	.28858802	.11744679	.073992178	.013696812	.22850883	.57687044	14.3	32.509998	26.360001	10.52	20.450001	22.34	44.330002	43.849998	42.669998	38.889999	33.220001	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2019	19.106869	.24550331	4.1206317	.22583449	.054843131	.32188073	.15817165	.10605518	.026495215	.2723648	.70753801	14.07	34.869999	26.6	11.47	22.34	23.52	46.220001	42.200001	43.619999	38.650002	35.82	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2020	21.135534	.2455377	4.1465287	.27600369	.065149873	.3867656	.16032802	.26081732	.029281307	.3066484	1.1275028	15.25	34.630001	27.07	12.65	22.1	22.809999	46.220001	42.669998	42.669998	37.23	35.34	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
2227 Geriatriksjuksköterskor	2021	22.936653	.24561641	4.1504774	.32633725	.11531902	.49767882	.16934481	.31307393	.03051771	.32369235	1.4428596	19.5	32.740002	26.83	11.23	20.450001	23.76	45.509998	43.849998	41.490002	38.419998	35.82	2 Yrken med krav på fördjupad högskolekompetens	22 Yrken med krav på fördjupad högskolekompetens inom hälso- och sjukvård	222 Sjuksköterskor
